doc_id,wikipedia_movie_id,movie_name,release_date,text,true_topic,y_outcome,lda_topic,lda_topic_prob
756,33383946,Kalakalappu,2012-05-04,"The setting is Kumbakonam, where Seenu , tries to keep the fire burning in the kitchen of his famous ancestral restaurant Masala Café. It is tough job for Seenu to keep the place running, but with the help of the old chef and grand-daughter, Maya , he somehow manages it. Seenu also borrows liberally from Anjuvatti Alagesan , and is in no position even to pay back his interest. Soon enough, there is Madhavi ([[Anjali , the new Health Inspector who wants the place to be sealed, but soon ends up falling in love with Seenu. Meanwhile, Seenu’s brother Raghu ([[Shiva  a smooth talking con man enters the scene and creates more complications. He falls for Maya. The brothers soon get entangled in a case of missing diamonds, the jewels dealer Manickam , and a local corrupt cop Dharman . Madhavi soon reveals that her marriage has been forcibly arranged with her village-mate Vettupuli ([[Santhanam , and soon leaves for her village. But Seenu follows her, promising that he will help her escape. Dharman meanwhile cheats Raghu, and takes over the cafe while Seenu is away to Madhavi's village. When Seenu is back, he comes to know about that incident and tries to arrange for the money. Meanwhile when Raghu arrives at their house, he sees Manickam and his henchmen who have kept Seenu and the constable under them. When, Raghu gives the phone which contains the diamonds, they try to kill all of them presnt there fearing that they'll complain to police. Dharmaraj soon arrives there in information of the diamonds. Vettupuli also arrives at the scence in search of Madhavi. After a comic fight between all these people, Manickam and his gang along with Dharmaraj are arrested. Finally, they resurrect their Masala Cafe.",comedy,0,2,0.4975548658854248
757,22538902,Lunatics: A Love Story,,"In a rough area in Los Angeles, an aspiring poet has spent six months without leaving his apartment because of his obsessive delusions concerning cruel doctors, rappers, and spiders. Meanwhile, a woman who appears to curse things by wanting to help is dumped by her boyfriend and finds herself flat broke on the streets of LA. Soon she runs into a local gang. Due to a telephone glitch, our hero calls her at a phone booth trying to dial a ""talk line"" and invites her to his place. There they are forced to aid each other in overcoming their particular problems.http://www.imdb.com/title/tt0102357/plotsummary",comedy,0,0,0.9831644944092733
758,8295055,Death Train,1993-04-14,"A German scientist helps a Soviet general construct two nuclear bombs, one of which is being transported across Europe by a mercenary on a train. Malcolm Philpott , a member of UNACO, , is tasked to stop the bomb using a team of agents, one of whom is Special Forces soldier Michael 'Mike' Graham . Plutonium was stolen in order to make the bombs, and the only person who knows the combination to disarm them has been subjected to a vast amount of radiation and is slowly dying.",action,1,3,0.9389608078296424
759,812818,In a Lonely Place,1950," Dixon ""Dix"" Steele  is a down-on-his-luck screenwriter who has not had a hit ""since before the war."" While driving to meet his agent, Mel Lippman ([[Art Smith , at a nightclub, Dix's explosive temper is revealed at a stop light along the way. At the nightclub, Mel cajoles him to adapt a book for a movie. The hat-check girl, Mildred Atkinson ([[Martha Stewart , is engrossed in reading it and asks if she can finish, since she only has a few pages left. Dix has a second violent outburst when a young director bad-mouths Dix's friend Charlie , a washed-up actor. Dix claims to be too tired to read the novel, so he asks Mildred to go home with him, ostensibly to explain the plot. As they enter the courtyard of his apartment, they pass a new tenant, Laurel Gray . As soon as Mildred is convinced that Dix's motives are honorable, she describes the story and confirms what he had suspected—the book is trash. He gives her cab fare to get home. The next morning, he is awakened by an old army buddy, now a police detective, Brub Nicholai , who takes him downtown to be questioned by Captain Lochner . Mildred was murdered during the night and Dix is a suspect. Laurel is brought to the police station and confirms seeing the girl leave Dix's apartment alone, but Lochner is still deeply suspicious. Although Dix shows no overt sympathy for the dead victim, he anonymously sends her a dozen white roses.  When he gets home, Dix checks up on Laurel. He finds she is an aspiring actress with only a few low-budget films to her credit. They begin to fall in love; this invigorates Dix into going back to work with a vengeance, much to his agent's delight. However, Dix behaves strangely. He says things that make his agent and Brub's wife Sylvia  wonder if he did kill the girl. In addition, Lochner sows seeds of doubt in Laurel's mind, pointing out Dix's lengthy record of violent behavior. Dix becomes furiously irrational when he learns of it. He drives at high speed, with Laurel a terrified passenger, until they sideswipe another car. Nobody is hurt; but, when the other driver accosts him, Dix beats him unconscious and is about to strike him with a large rock when Laurel stops him.  Laurel gets to the point where she cannot sleep without taking pills. Her distrust and fear of Dix are becoming too much for her. When he asks her to marry him, she accepts but only because she is too scared of what he might do if she refused. She makes a plane reservation and tells Mel she is leaving because she cannot take it anymore. Dix finds out and almost strangles her during a violent confrontation before he regains control. Just then, the phone rings. It is Brub with good news: Mildred's boyfriend  has confessed to her murder. Tragically, it is too late to salvage Dix and Laurel's relationship.",drama,0,0,0.55576961753424
760,4767342,Sa Pusod ng Dagat,1998,"In a remote fishing island in the 50's, Pepito  grows up learning the trade of his mother, Rosa , the only midwife capable of delivering the newborn babies of their community. At first, the young son doesn't mind the unusual arrangement, but as he grows older, he begins to resist the role traditionally meant only for women. In time, Pepito's coming of age intersects with the lives of other islanders whose beliefs and struggles become critical impetus to his maturity. Eventually, embarrassment and prejudices were overcame by acceptance and love between mother and son",drama,0,5,0.5958453855317113
761,5696226,The Water Margin,1972,"The plot is based on the story of how ""Jade Unicorn"" Lu Junyi came to join the outlaw band at Liangshan Marsh and the outlaws' battle with the Zeng Family Fortress. Liangshan's chief Chao Gai was ambushed and killed by Shi Wengong. His fellows vow to avenge him. The current de facto leaders of Liangshan, Song Jiang and Wu Yong, decide that given Shi Wengong's skill, Lu Junyi  will be the best person to assist them in taking revenge. The outlaws also note that if they succeed in recruiting Lu Junyi, they will also win over Lu's servant, Yan Qing, who is also a formidable martial artist. Wu Yong disguises himself as fortune teller and infiltrates the northern capital, where Lu Junyi stays, together with Li Kui, who is disguised as his idiotic assistant. They visit Lu Junyi and lie to him that a great calamity will befall him if he does not travel 1,000 miles to the southeast. Lu Junyi is skeptical of the advice and asks Yan Qing for his opinion. By then, Yan Qing has recognized Li Kui and provokes the hot-tempered Li into a fight. Li Kui is defeated and confined together with Wu Yong. Wu Yong uses reverse psychology on Lu Junyi and manages to persuade Lu to release them. Just then, Lu Junyi's steward Li Gu, who is in a secret affair with Lu's wife, reports the outlaws' presence to the authorities so as to seize his master's fortune. When soldiers arrive to capture the outlaws, Lu Junyi orders Yan Qing to escort Wu Yong and Li Kui safely out while he confronts the soldiers and is arrested. Yan Qing attempts to free Lu Junyi from prison but Lu is captured again when Yan leaves him for a short while. Yan Qing travels to Liangshan to seek help and he attempts to rob two men for his travel expenses. The two men turn out to be actually outlaws from Liangshan, one of them being Shi Xiu. Shi Xiu goes to find Lu Junyi while his companion brings Yan Qing back to Liangshan. While in the city, Shi Xiu sees that Lu Junyi is about to be executed in the market square so he storms the area alone in an attempt to free Lu. Both Lu Junyi and Shi Xiu are eventually overwhelmed by soldiers and taken into captive. Meanwhile, Yan Qing meets the Liangshan outlaws and they plan to infiltrate the northern capital to save Lu Junyi and Shi Xiu. They take strategic positions around the execution ground and attack the soldiers when the prisoners are about to be beheaded. This time, the outlaws overpower the guards and swiftly take control of the area. Accompanied by the outlaws, Lu Junyi marches home and kills his disloyal steward Li Gu while his adulterous wife is slain by Yan Qing. As the outlaws leave the city, they run into Shi Wengong and his men, resulting in both sides clashing in an immense battle. Shi Wengong's forces are routed so he challenges the outlaws to engage him and his five students in man-on-man duels. The five students fight with Lin Chong, Li Kui, Hu Sanniang, Guan Sheng and Shi Xiu, while Lu Junyi faces Shi Wengong. By the time the five heroes had defeated Shi Wengong's students, Lu Junyi was still locked his duel with Shi. Yan Qing and Li Kui join in the fray and Shi Wengong is injured gravely but still remains alive. After declaring that Lu Junyi is now the new leader of Liangshan, Shi Wengong stops everyone from approaching and commits suicide. The outlaws, seeing that their quest for vengeance is now complete, ride back to their stronghold and the film ends.",action,1,2,0.6759838448351143
762,15529112,Ecstasy,2011-09-09,"Frustrated with her boring middle class and loveless marriage, Heather Thompson  seeks a change in her life. At a club, she finds just that in happily partying Lloyd Buist ([[Adam Sinclair , a drug addict. Heather falls hard for Lloyd despite the fact that most of their time spent together is under the influence of illicit substances. As they experiment with this new lifestyle, they are faced with the question of whether they love their drugs, each other, or are just drugged into loving each other. The romantic storyline is supplemented by a side plot involving Lloyd owing money to a shady character, Solo . While Lloyd is out of control with drugs and left unchecked, he must fulfill his “karmic” debt with Solo. After a while, Heather begins to doubt the veracity of Lloyd's feelings for her, wondering if it might not be the effect of the drugs after all. When Lloyd almost dies after a drug smuggling operation goes terribly wrong and faces the possibility of losing Heather, he decides to turn his life around, and he finds that natural highs might be the best of all. He wants to change, but first must deal with Solo.",drama,0,2,0.5067527856161722
763,27685410,First Platoon,,"First Platoon centers around Rock Brannigan ([[Scott Gibson  and his ragtag squad of ex-military zombie hunters trying to make a living in the desert Southwest two years after the zombie apocalypse. Along the way they encounter the grizzled Pa Jericho , and the eccentric Rex Necro .",comedy,0,3,0.6877733859436541
764,1267059,The Sea Inside,2004-09-03,"{{Expand section}} This is the life story of Spaniard Ramón Sampedro, who fought a 29-year campaign to win the right to end his own life with dignity. The film explores Ramón's relationships with two women: Julia, a lawyer suffering from Cadasil syndrome, who supports his cause, and Rosa, a local woman who wants to convince him that life is worth living. Through the gift of his love, these two women are inspired to accomplish things they never previously thought possible. Despite his wish to die, Ramón taught everyone he encountered the meaning, value and preciousness of life. Though he could not move himself, he had an uncanny ability to move others.",drama,0,1,0.8777129825782931
765,13505565,El Viento,2005-08-04,"Old ranch hand Frank Osorio  travels from Patagonia to Buenos Aires to bring the news of his daughter's demise to his granddaughter, Alina . The film chronicles the week they share at Alina's apartment, the mending of their enstranged relationship and the ultimate truth that Frank has been keeping from her about her father's identity.",drama,0,2,0.6762163915410698
766,23863620,Held Hostage,2009-07-19,"Michelle , a single mother, is kidnapped by three masked men and held hostage until she is forced to rob a bank which is the only option she has to save her only child's life while they are both wired to explode.",drama,0,4,0.5893734857519366
767,25342113,Taken In Broad Daylight,2009,"On April 6, 2001, Anne Sluti , an all-American 17-year-old teenager, is seen running track at her high school as her boyfriend, Gary, and her best friend, Paige, watch. Gary gives Anne a teddy bear for their anniversary. Anne then departs with her best friend, but before she does so, she promises Gary that she'll pick up his CD at the mall. At home, Anne is surprised to see that her older brother, Tom , is on leave from the military. Anne's mother, Elaine , presents Anne with her acceptance letter from college. Anne is excited and says she wants to tell Gary and Paige; her dad  gives her money to pick up the CD. Anne is next seen exiting the mall. Suddenly, when she is about to get into her car, Tony Zappa  comes up behind her and drags her to his car. Anne begins screaming as onlookers call 911; Anne finds her way out of the car as Tony punches her in the stomach, throws Anne in the car, and drives off. The police arrive. When one of the detectives tells Officer Mike Timbrook  that the car belongs to Anne Sluti, Officer Timbrook realizes that he knows her family and goes off to tell the Sluti family of Anne's kidnapping. Anne awakens at night as Tony tells her that she shouldn't have screamed. Anne said she screamed because he was punching her, and soon realizes that Tony won't allow her to be released. Tony pulls the car over, and after binding her hands behind her with duct tape and blindfolding her, he tells her that if she can get herself out of the tape, he'll let her leave. She is unable to do so, and Tony returns her to the car. While driving for some time, he removes the blindfold. The car suddenly crashes and flips on its side. Tony frees himself, but Anne, strapped in a seat belt with her hands still bound, is unable to do the same. Tony climbs back and cuts the seat belt, pulls her out of the car, and onto the grass. While she gasps for air, Tony says, ""I saved your life. That means I own you."" Daylight breaks and Tony has a chain around Anne's neck as they walk down a dirt road. Tony sees a tractor and ties the end of the chain to a post while he drags the car out of the ditch with the tractor. Anne uses this opportunity to leave a message by carving her name into a rock. Anne persuades Tony to let her call someone and tell them that it was her idea to take off. Back at the Sluti home, one of Anne's mother's friends, Cat, lets Anne's parents stay at her home to rest while she stays at their house in case anything new happens. Later, the phone rings, and it's Anne. Tony has her call home in a phone booth. Anne asks for her mother Elaine, pretending that Elaine is just a friend, but Tony hangs up and has her call Paige. Anne leaves a clue in her message. Tony believes she says she's on ""a quality vacation,"" while she is actually saying ""equality vacation,"" signifying that she is in Wyoming . Then she hangs up, and Tony says that it's time they start their ""vacation."" Tony and Anne stop at a cabin that he breaks into. He cooks them dinner made from a rabbit he killed; this is when Anne learns his name and that he is going to keep her. In a delusion, he states he imagines Anne in a yellow dress, thanking him for a nice dinner. He then takes the chain lock that was previously on Anne's neck, attaching it to her leg and a couch. He then gives her a wedding ring to wear. He excuses himself to ""take a piss,"" while in reality he is injecting himself with drugs and begins yelling upstairs. Anne then spots a phone outlet, which she drags closer to herself by using an umbrella. She dials 9-1-1 and tells the operator that she's been kidnapped by a man named Tony. The call is being traced; Officer Timbrook received word about the call. He and FBI Agent Reynolds , who have taken over the case due to Anne being taken across state lines, learn that Tony Zappa is the abductor and that he is wanted on other charges for causing a manhunt after closing down the Mall of America in search of him the month before. As the FBI search the cabin, they discover that Anne and Tony have fled. Officer Timbrook and Agent Reynolds go to visit Tony's grandmother for questioning; she is a religious woman who says that Tony is a good boy. Anne's mother is at home praying. Tony, angered at Anne for alerting the police, has her starting to dig her own grave. She argues that he's going to kill her anyway and refuses to dig anymore, pleading with Tony either to let her go or shoot her. He holds a knife up to her and lets her know that he is not going to kill her. He then pushes her to the ground; she realizes what he's going to do and begs him to stop, but he puts the knife up to her, cuts her bra open, and rapes her. The next morning, Tony takes her to a campsite, where he tells Anne to wash herself to destroy evidence, whilst he searches a camp truck and house for new clothes for her. Anne pulls from her jacket the teddy bear that Gary gave her. Anne washes her face and arms vigorously while Tony watches from afar. He then goes outside and gives Anne sweatpants, a sweatshirt, and slippers to change into inside the house. After she changes, Tony tells her that she looks nice. When Tony goes outside, Anne turns on the television and sees a news report on her and Tony, then an interview with her parents and brother. She begins to cry as Tony rushes inside. She quickly turns off the television, but he knows that it had been on. He asks her what it was, and she denies that she had been doing anything. Tony is amused when the reporter gives a description of him, calling him the ""jack rabbit,"" but he gets enraged when a description of the car is listed; he knocks the television off of its shelf as it breaks. Tony storms out of the house as Anne follows. He turns around as she says they need to find a new car. Tony tells her to come so they can go. Anne asks why he took her. He responds saying ""I get tired of being alone"". Tony steals a station wagon and makes Anne get all of the stuff out of the other car. She leaves her teddy bear behind as another clue. Officer Timbrook and Agent Reynolds find the car not too long after. Officer Timbrook finds the teddy bear and removes its head, finding a note that says ""Sluti Wed 1 PM."" He shows Officer Reynolds the note, telling her that they missed the two by an hour. Tony discovers another deserted house. As he breaks the bolt off the door, an older man walking his dog spots the station wagon and looks right at the house. While Anne and Tony are inside, he starts yelling at no one, coming right out and asking her if she hears ""that."" She says that she doesn't hear anything. Tony drags her close to the window and asks her what she sees; she says she can't see anything because it's too dark, as it is nighttime. Lights flash outside as it becomes evident that the FBI and police have found them. Tony becomes hysterical, blaming Anne and saying he is not going to go to prison. Anne tells him to call the police, as she won't let them hurt him. She gets on the phone and asks them to let Tony call his grandmother. When he talks to his grandmother she asks if it's true that he took Anne, and said she'll be praying for him. Tony tells his grandmother that he's going to kill Anne, and then himself. He points the gun at Anne's chest as Anne picks up the phone and tells the police not to shoot, as they are coming out. She tells Tony they can't shoot, or they'd end up shooting her, too. As they exit the house, he has his arm wrapped around her; she turns around and tells him to put the gun down. As he does, Anne runs to Officer Timbrook. Tony begins screaming for Anne as the FBI and police rush towards him. He begs them not to shoot, as he is getting on the ground. While Officer Timbrook is hugging Anne, he shows her the teddy bear that she left behind, returning it to Anne. Tony is put in the back of a police car, still screaming her name. Anne and Officer Timbrook walk up to the window as Anne throws at the window the wedding ring Tony gave to her. The film ends with Anne in a car as Officer Timbrook drives her home. She gets out of the car, running towards her family and hugging them as reporters all around are filming and asking questions. Officer Timbrook smiles while Anne's father looks up at him, mouthing, ""Thank you.""",other,0,4,0.9985461198157459
768,5721251,Vampira,1974,"Count Dracula is an old vampire who, because of his advanced age, is forced to host tours of his castle to get new victims. In an attempt to revive his long-lost love, Vampira, Dracula sets out to collect blood from the bevy of Playboy Playmates living at his castle. However, one of the Playmates whose blood is drained is black, turning the revived Vampira into a black woman. Dracula enthralls the hapless Marc to collect blood from three white women in hopes of restoring Vampira's original skin color. Dracula transfuses the blood into her but she is unchanged; however, her bite turns Dracula black. Marc and his love Angela race to destroy Dracula but are taken aback upon seeing Dracula's new skin tone. Their surprise gives the vampires time to slip away to catch a flight to Rio for Carnival.",comedy,0,3,0.4155487106463774
769,12653392,Welcome to Hard Times,1967,"A vicious stranger, the ""Man from Bodie"" , terrorizes the small settlement of Hard Times. He kills the only man who stands up to him, Mr. Fee, and rapes his girl Flo. Before he leaves, he burns down the handful of buildings. Only a few people stay, among them Will Blue . Blue takes in Fee's young orphaned son Jimmy ([[Michael Shea  and convinces his woman Molly  to stay there with them. A few other people arrive to town. Zar  and his four saloon girls settle in to serve the nearby miners. Isaac Maple ([[John Anderson  comes looking for his long-gone storekeeper brother, so Blue persuades him to reopen the general store. A drifter, Leo Jenks , also lazes around town. Blue tries hard to build a family and a town, but Molly despises him for not standing up against the Man from Bodie and is obsessed with revenge against him for what he did. They both expect the Man will return in the spring. Molly works on Jenks, a fine shot, and even infects Jimmy with her consuming hatred, getting him a shotgun. Finally, the villain shows up and resumes his terrorizing ways. Molly persuades Jenks to go after him. Jenks ends up killing Zar by mistake and is gunned down. Blue is wounded in the shoulder, but then the Man runs out of bullets and Blue shoots him several times. Blue carries the body home to show Molly. When she gingerly approaches, the dying Man revives and grabs her hand. Her panicked yell for help brings Jimmy running with his shotgun. Blue tries to grab the weapon, but it goes off, hitting the Man in the face killing him, but also hitting Molly in the stomach. Just before she dies, she asks Blue to hold her. Later, from her gravesite, Blue and Jimmy see a growing town.",other,0,3,0.6757951410738914
770,6534040,The Mad Monster,1942-05-08,"The plot involves a scientist who has been discredited by his peers. He attempts to kill them off after he develops a secret formula that transforms his gardener into a murderous wolf man. The story begins on a fog-bound moonlight night in a swamp; a wolf howls. The scene shifts to the nearby laboratory of Dr. Lorenzo Cameron , who draws blood from a caged wolf. Secured to a table is Dr. Cameron's simpleminded but strong gardener, Petro , who is to be the doctor's subject in an experiment. Dr. Cameron injects a serum made from a wolf's blood into the cooperative Petro, who loses consciousness, grows fur and fangs, and awakens after he has completely turned into a wolf man. Dr. Cameron then turns to an empty table and visualizes his former colleagues sitting there—four professors who ridiculed his theory that transfusions of wolf blood could be used to give a human being wolf-like traits. He recalls how the scientific community, the press and the public joined in a resounding chorus of ridicule, which cost Cameron his position at the University. Addressing the spectral professors, Cameron declares, ""Right now, we're at war. At war with an enemy that produces a horde that strikes with a ferocious fanaticism"". Cameron proposes giving wolf man traits to the army to help with the war. When the professors scoff, Cameron says that his proposal matters no longer; he is now going to have his wolf man kill his former colleagues. Cameron then administers an antidote to Petro that transforms him back into a human; Petro remembers nothing. The following night, Cameron turns Petro into a wolf and sends him to the swamp. Before the night is over Petro has entered a nearby home and killed a little girl. When Cameron hears of the child's fate, he knows his formula works. He turns to his real priority which is destroying the scientists who ruined his career. The rest of the film involves Cameron setting up elaborate scenarios in which Petro is alone with each scientist when he becomes a wolf. The more he does this the more Petro's transformations into a wolf man become unpredictable. Cameron's daughter Lenora  is romantically involved with Tom Gregory , a newspaper reporter who is investigating the death of the little girl. As the professors are killed off one by one, Gregory begins to suspect that Cameron is behind the slayings. The principals are in the Cameron home when a thunderstorm begins and a bolt of lightning sets Cameron's laboratory on fire. Lenora and Tom escape from the house after encountering Petro in wolf form. Petro turns on Cameron and kills him, just before the fire brings the house down on both of them.",horror,0,3,0.9060756391863889
771,24460261,Chance Pe Dance,2010-01-15,"Sameer Behl  comes to Mumbai with Bollywood dreams, struggles through the day as a courier boy and keeps failing in auditions for advertisements. More stereotypes are stuffed in as he refuses to take help from his dad in Delhi, is thrown out from his rented flat by the landlord and comes away with his calculative companion. One day, a movie director, Rajeev Sharma,  sees Sameer dancing and calls him to his office.Soon Sameer is signed as the male lead in his film and friend Tina  is selected as the choreographer on the same project. Homeless, Sameer sleeps in his car and works as a dance teacher in a school. Subsequently, Sameer loses his film and is disillusioned. Tina finds out this and asks him how he can spend his life like this. After some time, Tina tells him that she also quit the film and did not want to be the choreographer for that film because she saw him upset. Sameer realised the love Tina had for him. Tina encourages him to participate in a television talent-hunt show, the winner of which will win the same role that Sameer was to play. After some time he agrees to participate in it. After filling up the contest form, he also says ""I love you"" to Tina. In his screen-test, Sameer dedicates his monologue to his mother. After his monologue, during the interview, he comes to know that his father's shop in Delhi has been demolished. He promises Tina that he will come back for her and leaves. He leaves Mumbai to meet his father, heart-broken about the whole thing. After watching Sameer's performance in the TV, his father convinces him to go back to Mumbai and participate in the show. After coming back to the show, he is initially denied an entry at the show due to his late entry, however he is given a chance to perform at the show after Sameer convinces the director. He wins the show and is shown later to be the hero of the movie ""Chance Pe Dance"" walking the Red Carpet a year later with Tina.",comedy,0,1,0.8347172853876283
772,1365985,Bob & Carol & Ted & Alice,1969-09-17,"After a weekend of emotional honesty at an Esalen-style retreat, Los Angeles sophisticates Bob and Carol Sanders  return to their life determined to embrace free love and complete openness. Bob and Carol happily reveal their ensuing love affairs to everyone, sparking both the curiosity and repulsion of their more conservative close friends Ted and Alice Henderson . When the two couples travel together to Las Vegas, Ted admits to an affair of his own. An outraged Alice demands that this new ethos be taken to its obvious conclusion: a mate-sharing foursome. But when they are actually ready to begin the deed, something within all four of them prevents it; the film never explains what that something is or may be. In the last scene of the movie, they are in the elevator coming down from their “trip”. They are shell shocked. All of them have woken up  to their collective morning after. The music swells “...what the world needs now is love sweet love...""",comedy,0,2,0.49562639758587695
773,29309335,Mr. X in Bombay,1964,"Shobha Mathur  lives a wealthy lifestyle with her Professor dad , who is now carrying out experiments on various issues. One day while doing so, he makes an employee named Manohar drink a portion, which results in his death. Rajan  comes to their rescue, gets rid of the body, and starts blackmailing Mathur, which can only end when Shobha marries Rajan. Then one day Shobha meets a poet by the name of Sudarshan  and both of them fall in love. When he asks for her hand in marriage, Shobha refuses. The next day Shobha finds a note addressed to her from Sudarshan in which he has stated that he is going to kill himself. Thereafter, every night she starts to hear Sudarshan's voice, blaming her for his death, as his soul is unable to find solace. With Sudarshan out of the way, Rajan readies himself for marrying Shobha - and it looks like he may have his way with the Mathurs after all - without having to encounter any more obstacles.",comedy,0,4,0.9846960135237584
774,18764351,Mother Goose Goes Hollywood,1938-12-23,"The film begins with a nursery book that opens by itself. In a parody of Leo the Lion logo Mother Goose roars like a lion. Underneath the goose is written, in Pig Latin, Nertz to You. The opening disclaimer states that ""any resemblance to characters herein portrayed to persons living or dead, is purely coincidental"". Little Bo Peep  claims she ""really lost her sheep, really I have"". After performing a few ballet steps she looks behind the next page of the book, which is turned around. The next scene shows Old King Cole  excited when his fiddlers arrive: . The trio starts playing their violins, but then break them over their knees. The king enjoys this very much, but his court jester  obviously not. The king commends their entertainment, calling it ""Over the hedge"". Then Joe Penner brings the king a bowl and, in reference to his famous catch phrase, asks him if he ""wants to buy a duck?"" Donald Duck appears out of the water in the bowl and starts laughing with Penner's joke. The king then closes the bowl, much to the chagrin of Donald. On the following page the nursery rhyme Rub-a-dub-dub is portrayed with Charles Laughton , Spencer Tracy (as Manuel Fidello from [[Captains Courageous  and Freddie Bartholomew (who also appeared in [[Captains Courageous . Bartholomew falls overboard, but Tracy pulls him back aboard. Then Katharine Hepburn passes by on a outboard motor still looking for her sheep. The tub overturns when the trio tries to hitch a ride with Hepburn. W. C. Fields plays Humpty Dumpty. He inspects a bird's nest with the words, ""My Little Chickadee"", but discovers Charlie McCarthy sitting in it. He insults Fields who tries to attack him, but then falls off the wall unto a mushroom which then resembles a egg cup. Simple Simon  is seen fishing with a fish on his hook and catching worms instead of the other way around. The Pieman  is busy tending a pile of his pies on a wagon. Laurel refuses an offered pie, and picks one from the middle of the pile, which scares Hardy, fearing the pile will collapse. Nothing happens, however and a reassured Hardy tries to do the same. When the pile collapses and one of the pies lands on his head, he looks angrily at Laurel. Laurel swallows his pie in one piece and then snickers at Hardy. Hardy throws one of his pies at Laurel, who ducks, and the pie lands in the face of Katharine Hepburn. The pie transforms her face into a blackface and she starts speaking in African-American slang. See Saw Margery Daw is performed by Edward G. Robinson and Greta Garbo on a seesaw. Garbo says: ""I want so much to be alone"", to which Robinson replies: ""O.K., babe, you asked for it!"". He leaves and Garbo falls off the see saw. Little Jack Horner  opens the next scene, a big musical sequence. He sings Sing a Song of Sixpence and when he mentions the line, ""twenty black birds baking a pie"" several Afro-American jazz and swing musicians stick their head out of a large pie. One of them is Cab Calloway  who invites Little Boy Blue  to blow his horn. When this takes some time, Fats Waller asks: ""Where's that boy?"", to which Stepin Fetchit replies: ""What boy?"". Beery finally wakes up and blows his horn until he's out of breath. The book pops open to reveal a big shoe  and all the characters start singing, dancing and playing instruments. The camera zooms in on three trumpet playing ladies (Edna May Oliver, Joan Blondell , a flute player  and a saxophonist . Oliver Hardy plays trombone and Stan Laurel clarinet, whose repeated notes annoy Hardy so much he hits Laurel over the head with a hammer. Laurel's clarinet then sounds like a bass clarinet. Fats Waller plays piano until Groucho and Chico start playing with him. He sends them away, but discovers that his piano now plays by himself. When he looks inside, Harpo is seen plucking the strings. He exclaims: ""The man's crazy!"". Fred Astaire tap dances and invites Stepin Fetchit to dance along with him. Fetchit tries to encourage his feet, but he is too lazy, and his feet release steam from the effort. Cab Calloway is much more excited and energetic and sings and dances along with his band. W.C. Fields plays double bass with Charlie McCarthy sitting on the instrument. Charles Laughton declares the music to be ""It's mutiny, but I love it!"". Martha Raye and Joe E. Brown are seen dancing and laughing so loud that their mouths are opened wide. When Raye kisses Joe E. Brown  his mouth opens so wide that the camera tracks inside. There, Katharine Hepburn is still looking for her sheep.",comedy,0,3,0.5988221631632583
775,3873713,Lee Dae-ro Can't Die,2005-08-18,"An officer in the violent crimes division, Dae-ro is a hero in his daughter Hyun-ji's eyes, but in fact he's a corrupt cop, interested only in bribe money and pretty women. He is totally selfish and takes great pains to keep himself out of harm's way, avoiding the danger inherent in his job. One day, while in pursuit of a suspect, Dae-ro faints and is taken to the hospital. There he is told that he has a brain tumor and has about three months to live at most. To provide for his daughter's financial security, Dae-ro plots his own death that will appear accidental so that she will collect a sizable insurance premium.",action,1,2,0.7035444266802235
